quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2025Q1,31-MAR-2025,SWIGGY,Swiggy Limited,Consumer Services,Nifty Next 50,4.9,9.33,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198766_1421318_21042025043416_WEB.xml,2026-05-22T16:55:37+00:00
2025Q1,31-MAR-2025,SYNGENE,Syngene International Limited,Pharma,Midcap,19.47,21.5,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198505_1420293_19042025085055_WEB.xml,2026-06-04T17:29:03+00:00
2025Q1,31-MAR-2025,TATACHEM,Tata Chemicals Limited,Chemicals,Midcap,13.3,21.97,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1634029_09032026074447_WEB.xml,2026-06-04T17:29:09+00:00
2025Q1,31-MAR-2025,TATACOMM,Tata Communications Limited,Telecom,Midcap,16.98,14.51,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197791_1417589_17042025053930_WEB.xml,2026-06-04T17:29:14+00:00
2025Q1,31-MAR-2025,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Nifty 50,21.54,21.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197361_1415473_16042025120849_WEB.xml,2026-05-22T17:02:12+00:00
2025Q1,31-MAR-2025,TATAELXSI,Tata Elxsi Limited,IT,Midcap,12.73,8.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198236_1419271_18042025073021_WEB.xml,2026-06-04T17:29:20+00:00
2025Q1,31-MAR-2025,TATAPOWER,Tata Power Company Limited,Power,Nifty Next 50,9.39,16.2,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198571_1420527_21042025104525_WEB.xml,2026-05-22T16:55:45+00:00
2025Q1,31-MAR-2025,TATASTEEL,Tata Steel Limited,Metals,Nifty 50,18.78,24.67,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198263_1419375_18042025102456_WEB.xml,2026-05-22T17:02:21+00:00
2025Q1,31-MAR-2025,TCS,Tata Consultancy Services Limited,IT,Nifty 50,12.04,11.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198099_1418776_18042025044357_WEB.xml,2026-05-22T17:02:30+00:00
2025Q1,31-MAR-2025,TECHM,Tech Mahindra Limited,IT,Nifty 50,22.95,32.12,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198634_1420742_21042025123612_WEB.xml,2026-05-22T17:02:38+00:00
2025Q1,31-MAR-2025,TIINDIA,Tube Investments of India Limited,Auto,Midcap,26.93,16.11,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198538_1420398_20042025061026_WEB.xml,2026-06-04T17:29:25+00:00
2025Q1,31-MAR-2025,TITAN,Titan Company Limited,Consumer Goods,Nifty 50,17.81,12.18,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196609_1410823_09042025030315_WEB.xml,2026-05-22T17:02:46+00:00
2025Q1,31-MAR-2025,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharma,Midcap,16.31,8.35,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198233_1419252_18042025072033_WEB.xml,2026-06-04T17:29:31+00:00
2025Q1,31-MAR-2025,TORNTPOWER,Torrent Power Limited,Power,Midcap,9.43,21.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197478_1416021_16042025051107_WEB.xml,2026-06-04T17:29:36+00:00
2025Q1,31-MAR-2025,TRENT,Trent Limited,Retail,Nifty Next 50,19.66,17.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196732_1411649_10042025033111_WEB.xml,2026-05-22T16:55:54+00:00
2025Q1,31-MAR-2025,TVSMOTOR,TVS Motor Company Limited,Auto,Nifty Next 50,21.48,19.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198877_1421861_21042025071417_WEB.xml,2026-06-04T18:22:17+00:00
2025Q1,31-MAR-2025,ULTRACEMCO,UltraTech Cement Limited,Cement,Nifty 50,15.71,16.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198037_1418567_18042025033012_WEB.xml,2026-05-22T17:02:55+00:00
2025Q1,31-MAR-2025,UNIONBANK,Union Bank of India,Banking,Midcap,7.11,11.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198664_1420857_21042025012109_WEB.xml,2026-06-04T17:29:41+00:00
2025Q1,31-MAR-2025,UNITDSPR,United Spirits Limited,FMCG,Nifty Next 50,14.98,14.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198797_1421436_21042025050908_WEB.xml,2026-06-04T18:22:22+00:00
2025Q1,31-MAR-2025,UPL,UPL Limited,Chemicals,Nifty 50,37.21,18.56,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197453_1415885_16042025042117_WEB.xml,2026-05-22T17:03:03+00:00
2025Q1,31-MAR-2025,VBL,Varun Beverages Limited,FMCG,Nifty Next 50,22.98,9.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197064_1413700_14042025014237_WEB.xml,2026-06-04T18:22:27+00:00
2025Q1,31-MAR-2025,VEDL,Vedanta Limited,Metals,Nifty Next 50,11.15,16.38,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198312_1419579_19042025121416_WEB.xml,2026-06-04T18:22:33+00:00
2025Q1,31-MAR-2025,VOLTAS,Voltas Limited,Consumer Durables,Midcap,21.96,33.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_198764_1421312_21042025043244_WEB.xml,2026-06-04T17:29:47+00:00
2025Q1,31-MAR-2025,WIPRO,Wipro Limited,IT,Nifty 50,11.13,7.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_196527_1410215_08042025053332_WEB.xml,2026-05-22T17:03:11+00:00
2025Q1,31-MAR-2025,YESBANK,Yes Bank Limited,Banking,Midcap,26.87,39.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197541_1416400_16042025082611_WEB.xml,2026-05-22T16:49:22+00:00
2025Q1,31-MAR-2025,ZEEL,Zee Entertainment Enterprises Limited,Media,Midcap,22.83,16.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197500_1416144_16042025054720_WEB.xml,2026-05-22T16:49:30+00:00
2025Q1,31-MAR-2025,ZYDUSLIFE,Zydus Lifesciences Limited,Pharma,Nifty Next 50,7.32,11.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_197000_1413383_12042025053956_WEB.xml,2026-06-04T18:22:39+00:00
2025Q2,30-JUN-2025,ABB,ABB India Limited,Capital Goods,Nifty Next 50,9.25,7.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482664_15072025100710_WEB.xml,2026-05-22T16:49:37+00:00
2025Q2,30-JUN-2025,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Midcap,7.16,12.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489894_21072025095517_WEB.xml,2026-06-04T17:22:07+00:00
2025Q2,30-JUN-2025,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Midcap,17.63,12.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489670_21072025075016_WEB.xml,2026-06-04T17:22:12+00:00
2025Q2,30-JUN-2025,ACC,ACC Limited,Cement,Midcap,4.66,24.12,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489691_21072025075748_WEB.xml,2026-06-04T17:22:17+00:00
2025Q2,30-JUN-2025,ADANIENT,Adani Enterprises Limited,Conglomerate,Nifty 50,11.54,7.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489673_21072025075119_WEB.xml,2026-06-04T18:22:43+00:00
2025Q2,30-JUN-2025,ADANIGREEN,Adani Green Energy Limited,Power,Nifty Next 50,11.58,2.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489588_21072025072144_WEB.xml,2026-05-22T16:49:45+00:00
2025Q2,30-JUN-2025,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Infrastructure,Nifty 50,13.52,15.14,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489641_21072025074034_WEB.xml,2026-06-04T18:22:48+00:00
2025Q2,30-JUN-2025,ADANIPOWER,Adani Power Limited,Power,Nifty Next 50,12.46,1.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544751_10102025064339_WEB.xml,2026-05-22T16:49:53+00:00
2025Q2,30-JUN-2025,ALKEM,Alkem Laboratories Limited,Pharma,Midcap,9.11,21.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488310_21072025114822_WEB.xml,2026-06-04T17:22:23+00:00
2025Q2,30-JUN-2025,AMBUJACEM,Ambuja Cements Limited,Cement,Nifty Next 50,7.44,18.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489854_21072025092150_WEB.xml,2026-05-22T16:50:02+00:00
2025Q2,30-JUN-2025,APLAPOLLO,APL Apollo Tubes Limited,Metals,Midcap,33.05,16.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489528_21072025070354_WEB.xml,2026-06-04T17:22:28+00:00
2025Q2,30-JUN-2025,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Nifty 50,43.49,21.34,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1478621_08072025032200_WEB.xml,2026-06-04T18:22:53+00:00
2025Q2,30-JUN-2025,ASHOKLEY,Ashok Leyland Limited,Auto,Midcap,23.85,13.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489143_21072025053458_WEB.xml,2026-06-04T17:22:33+00:00
2025Q2,30-JUN-2025,ASIANPAINT,Asian Paints Limited,Consumer Goods,Nifty 50,11.85,21.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489197_21072025054815_WEB.xml,2026-06-04T18:22:58+00:00
2025Q2,30-JUN-2025,ASTRAL,Astral Limited,Consumer Durables,Midcap,20.14,14.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489266_21072025060038_WEB.xml,2026-06-04T17:22:39+00:00
2025Q2,30-JUN-2025,ATGL,Adani Total Gas Limited,Oil & Gas,Nifty Next 50,13.01,6.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489836_21072025090921_WEB.xml,2026-05-22T16:50:10+00:00
2025Q2,30-JUN-2025,AUBANK,AU Small Finance Bank Limited,Banking,Midcap,37.68,28.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489757_21072025082257_WEB.xml,2026-06-04T17:22:44+00:00
2025Q2,30-JUN-2025,AUROPHARMA,Aurobindo Pharma Limited,Pharma,Midcap,14.37,26.93,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482952_15072025022756_WEB.xml,2026-06-04T17:22:50+00:00
2025Q2,30-JUN-2025,AXISBANK,Axis Bank Limited,Banking,Nifty 50,43.81,41.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486149_18072025115612_WEB.xml,2026-06-04T18:23:03+00:00
2025Q2,30-JUN-2025,BAJAJ-AUTO,Bajaj Auto Limited,Auto,Nifty 50,10.3,12.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1542631_08102025050139_WEB.xml,2026-06-04T18:23:08+00:00
2025Q2,30-JUN-2025,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Nifty 50,8.4,10.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489909_21072025100728_WEB.xml,2026-06-04T18:23:18+00:00
2025Q2,30-JUN-2025,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Nifty Next 50,10.31,7.45,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489845_21072025091513_WEB.xml,2026-05-22T16:50:18+00:00
2025Q2,30-JUN-2025,BAJFINANCE,Bajaj Finance Limited,Financial Services,Nifty 50,21.71,14.59,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489933_21072025104734_WEB.xml,2026-06-04T18:23:13+00:00
2025Q2,30-JUN-2025,BALKRISIND,Balkrishna Industries Limited,Auto,Midcap,10.5,24.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1484113_16072025025019_WEB.xml,2026-06-04T17:22:55+00:00
2025Q2,30-JUN-2025,BANKBARODA,Bank of Baroda,Banking,Nifty Next 50,8.08,19.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1483213_15072025043506_WEB.xml,2026-05-22T16:50:27+00:00
2025Q2,30-JUN-2025,BEL,Bharat Electronics Limited,Defence,Nifty Next 50,18.56,20.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1481019_11072025050154_WEB.xml,2026-05-22T16:50:35+00:00
2025Q2,30-JUN-2025,BERGEPAINT,Berger Paints (I) Limited,Consumer Goods,Midcap,5.6,10.45,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486938_18072025060056_WEB.xml,2026-06-04T17:23:00+00:00
2025Q2,30-JUN-2025,BHARATFORG,Bharat Forge Limited,Auto,Midcap,14.37,31.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486490_18072025033359_WEB.xml,2026-06-04T17:23:06+00:00
2025Q2,30-JUN-2025,BHARTIARTL,Bharti Airtel Limited,Telecom,Nifty 50,26.72,19.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489832_21072025090547_WEB.xml,2026-06-04T18:23:29+00:00
2025Q2,30-JUN-2025,BHEL,Bharat Heavy Electricals Limited,Capital Goods,Midcap,6.36,18.45,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1481761_14072025100149_WEB.xml,2026-06-04T17:23:11+00:00
2025Q2,30-JUN-2025,BIOCON,Biocon Limited,Pharma,Midcap,6.04,22.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489892_21072025095251_WEB.xml,2026-06-04T17:23:16+00:00
2025Q2,30-JUN-2025,BOSCHLTD,Bosch Limited,Auto,Nifty Next 50,6.18,15.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486636_18072025043453_WEB.xml,2026-05-22T16:50:43+00:00
2025Q2,30-JUN-2025,BPCL,Bharat Petroleum Corporation Limited,Oil & Gas,Nifty 50,15.45,22.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488983_21072025045338_WEB.xml,2026-06-04T18:23:23+00:00
2025Q2,30-JUN-2025,BRITANNIA,Britannia Industries Limited,FMCG,Nifty 50,15.58,18.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488437_21072025125300_WEB.xml,2026-06-04T18:23:34+00:00
2025Q2,30-JUN-2025,BSE,BSE Limited,Financial Services,Midcap,18.14,11.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_13769_15072025060551_WEB.xml,2026-06-04T17:23:22+00:00
2025Q2,30-JUN-2025,CAMS,Computer Age Management Services Limited,Financial Services,Midcap,52.0,17.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482756_15072025113826_WEB.xml,2026-06-04T17:23:27+00:00
2025Q2,30-JUN-2025,CANBK,Canara Bank,Banking,Midcap,11.38,11.41,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1478001_07072025012508_WEB.xml,2026-06-04T17:23:33+00:00
2025Q2,30-JUN-2025,CGCL,Capri Global Capital Limited,Financial Services,Midcap,4.72,20.53,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1483955_16072025124744_WEB.xml,2026-06-04T17:23:38+00:00
2025Q2,30-JUN-2025,CGPOWER,CG Power and Industrial Solutions Limited,Capital Goods,Nifty Next 50,12.69,14.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486462_18072025032506_WEB.xml,2026-05-22T16:50:59+00:00
2025Q2,30-JUN-2025,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Nifty Next 50,27.96,16.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489038_21072025050944_WEB.xml,2026-05-22T16:50:51+00:00
2025Q2,30-JUN-2025,CIPLA,Cipla Limited,Pharma,Nifty 50,25.25,29.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555034_21102025074617_WEB.xml,2026-06-04T18:23:39+00:00
2025Q2,30-JUN-2025,COALINDIA,Coal India Limited,Mining,Nifty 50,8.16,22.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1480173_10072025044646_WEB.xml,2026-06-03T19:34:30+00:00
2025Q2,30-JUN-2025,COFORGE,Coforge Limited,IT,Midcap,37.42,52.33,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489383_21072025062842_WEB.xml,2026-06-04T17:23:43+00:00
2025Q2,30-JUN-2025,COLPAL,Colgate Palmolive (India) Limited,FMCG,Midcap,20.39,9.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488643_21072025024549_WEB.xml,2026-06-04T17:23:49+00:00
2025Q2,30-JUN-2025,CONCOR,Container Corporation of India Limited,Logistics,Midcap,12.74,26.11,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489100_21072025052555_WEB.xml,2026-06-04T17:23:54+00:00
2025Q2,30-JUN-2025,COROMANDEL,Coromandel International Limited,Chemicals,Midcap,14.29,15.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489783_21072025083945_WEB.xml,2026-06-04T17:23:59+00:00
2025Q2,30-JUN-2025,CUMMINSIND,Cummins India Limited,Capital Goods,Midcap,17.5,22.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488167_20072025074105_WEB.xml,2026-06-04T17:24:04+00:00
2025Q2,30-JUN-2025,DABUR,Dabur India Limited,FMCG,Nifty Next 50,11.85,16.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1599930_13012026045911_WEB.xml,2026-05-22T16:51:07+00:00
2025Q2,30-JUN-2025,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,Midcap,6.68,22.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1478898_08072025060947_WEB.xml,2026-06-04T17:24:09+00:00
2025Q2,30-JUN-2025,DIVISLAB,Divi's Laboratories Limited,Pharma,Nifty 50,19.74,19.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486018_18072025093330_WEB.xml,2026-05-22T16:58:29+00:00
2025Q2,30-JUN-2025,DIXON,Dixon Technologies (India) Limited,Consumer Durables,Midcap,20.55,26.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489812_21072025085331_WEB.xml,2026-06-04T17:24:15+00:00
2025Q2,30-JUN-2025,DLF,DLF Limited,Realty,Nifty Next 50,15.97,5.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489927_21072025102743_WEB.xml,2026-05-22T16:51:15+00:00
2025Q2,30-JUN-2025,DMART,Avenue Supermarts Limited,Retail,Nifty Next 50,8.25,9.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489590_21072025072212_WEB.xml,2026-05-22T16:51:24+00:00
2025Q2,30-JUN-2025,DRREDDY,Dr. Reddy's Laboratories Limited,Pharma,Nifty 50,36.36,26.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488636_21072025024231_WEB.xml,2026-05-22T16:58:37+00:00
2025Q2,30-JUN-2025,EICHERMOT,Eicher Motors Limited,Auto,Nifty 50,25.83,15.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488778_21072025034133_WEB.xml,2026-05-22T16:58:45+00:00
2025Q2,30-JUN-2025,ESCORTS,Escorts Kubota Limited,Capital Goods,Midcap,5.22,11.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482325_14072025053759_WEB.xml,2026-06-04T17:24:20+00:00
2025Q2,30-JUN-2025,EXIDEIND,Exide Industries Limited,Auto,Midcap,11.47,17.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486229_18072025123948_WEB.xml,2026-06-04T17:24:25+00:00
2025Q2,30-JUN-2025,FEDERALBNK,The Federal Bank  Limited,Banking,Midcap,26.86,48.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489507_21072025065827_WEB.xml,2026-06-04T17:24:30+00:00
2025Q2,30-JUN-2025,GAIL,GAIL (India) Limited,Oil & Gas,Nifty Next 50,14.91,19.04,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1484508_16072025054016_WEB.xml,2026-05-22T16:51:32+00:00
2025Q2,30-JUN-2025,GLAND,Gland Pharma Limited,Pharma,Midcap,7.39,32.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486447_18072025031218_WEB.xml,2026-06-04T17:24:35+00:00
2025Q2,30-JUN-2025,GODREJCP,Godrej Consumer Products Limited,FMCG,Nifty Next 50,19.35,12.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1582076_02122025050435_WEB.xml,2026-05-22T16:51:40+00:00
2025Q2,30-JUN-2025,GODREJPROP,Godrej Properties Limited,Realty,Midcap,30.54,9.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1485851_17072025070846_WEB.xml,2026-06-04T17:24:41+00:00
2025Q2,30-JUN-2025,GRASIM,Grasim Industries Limited,Cement,Nifty 50,15.94,17.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489510_21072025070000_WEB.xml,2026-05-22T16:58:53+00:00
2025Q2,30-JUN-2025,HAL,Hindustan Aeronautics Limited,Defence,Nifty Next 50,11.9,8.73,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482722_15072025111541_WEB.xml,2026-05-22T16:51:48+00:00
2025Q2,30-JUN-2025,HAVELLS,Havells India Limited,Consumer Durables,Nifty Next 50,21.59,13.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1481231_11072025064527_WEB.xml,2026-05-22T16:51:56+00:00
2025Q2,30-JUN-2025,HCLTECH,HCL Technologies Limited,IT,Nifty 50,18.56,16.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489323_21072025061441_WEB.xml,2026-05-22T16:59:01+00:00
2025Q2,30-JUN-2025,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Midcap,21.97,16.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1484138_16072025030350_WEB.xml,2026-06-04T17:24:46+00:00
2025Q2,30-JUN-2025,HDFCBANK,HDFC Bank Limited,Banking,Nifty 50,48.84,35.96,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1479249_09072025025118_WEB.xml,2026-05-22T16:59:09+00:00
2025Q2,30-JUN-2025,HDFCLIFE,HDFC Life Insurance Company Limited,Insurance,Nifty 50,24.75,14.58,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489242_21072025055621_WEB.xml,2026-05-22T16:59:18+00:00
2025Q2,30-JUN-2025,HEROMOTOCO,Hero MotoCorp Limited,Auto,Nifty 50,27.05,27.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489947_21072025111326_WEB.xml,2026-05-22T16:59:26+00:00
2025Q2,30-JUN-2025,HINDALCO,Hindalco Industries Limited,Metals,Nifty 50,31.39,25.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1492532_24072025053818_WEB.xml,2026-05-22T16:59:34+00:00
2025Q2,30-JUN-2025,HINDPETRO,Hindustan Petroleum Corporation Limited,Oil & Gas,Midcap,13.55,23.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488624_21072025023740_WEB.xml,2026-06-04T17:24:51+00:00
2025Q2,30-JUN-2025,HINDUNILVR,Hindustan Unilever Limited,FMCG,Nifty 50,10.18,16.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1477611_04072025092802_WEB.xml,2026-05-22T16:59:43+00:00
2025Q2,30-JUN-2025,HINDZINC,Hindustan Zinc Limited,Metals,Nifty Next 50,1.36,4.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1479576_09072025061051_WEB.xml,2026-05-22T16:52:04+00:00
2025Q2,30-JUN-2025,HONAUT,Honeywell Automation India Limited,Capital Goods,Midcap,2.77,12.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488455_21072025010339_WEB.xml,2026-06-04T17:24:56+00:00
2025Q2,30-JUN-2025,HYUNDAI,Hyundai Motor India Limited,Auto,Nifty Next 50,7.08,7.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488622_21072025023558_WEB.xml,2026-05-22T16:52:13+00:00
2025Q2,30-JUN-2025,ICICIBANK,ICICI Bank Limited,Banking,Nifty 50,46.76,43.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489434_21072025064422_WEB.xml,2026-05-22T16:59:51+00:00
2025Q2,30-JUN-2025,ICICIGI,ICICI Lombard General Insurance Company Limited,Insurance,Nifty Next 50,23.93,17.61,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489327_21072025061523_WEB.xml,2026-05-22T16:52:21+00:00
2025Q2,30-JUN-2025,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Insurance,Nifty Next 50,13.12,8.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489163_21072025054031_WEB.xml,2026-05-22T16:52:30+00:00
2025Q2,30-JUN-2025,IDEA,Vodafone Idea Limited,Telecom,Midcap,5.98,4.16,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489086_21072025052231_WEB.xml,2026-06-04T17:25:02+00:00
2025Q2,30-JUN-2025,IDFCFIRSTB,IDFC First Bank Limited,Banking,Midcap,23.8,23.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489044_21072025051132_WEB.xml,2026-06-04T17:25:07+00:00
2025Q2,30-JUN-2025,IGL,Indraprastha Gas Limited,Oil & Gas,Midcap,16.82,23.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1483008_15072025030411_WEB.xml,2026-06-04T17:25:12+00:00
2025Q2,30-JUN-2025,INDHOTEL,The Indian Hotels Company Limited,Hospitality,Nifty Next 50,27.18,18.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544490_10102025045226_WEB.xml,2026-05-22T16:52:38+00:00
2025Q2,30-JUN-2025,INDIANB,Indian Bank,Banking,Midcap,4.55,18.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1484135_16072025030239_WEB.xml,2026-06-04T17:25:17+00:00
2025Q2,30-JUN-2025,INDIGO,InterGlobe Aviation Limited,Aviation,Nifty Next 50,27.31,24.09,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489299_21072025060733_WEB.xml,2026-05-22T16:52:46+00:00
