quarter,as_on_date,symbol,company,sector,universe,fii_pct,dii_pct,source,updated_at
2025Q2,30-JUN-2025,SRF,SRF Limited,Chemicals,Midcap,18.23,18.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486175_18072025120620_WEB.xml,2026-06-04T17:28:40+00:00
2025Q2,30-JUN-2025,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Midcap,18.81,7.82,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1484419_16072025050528_WEB.xml,2026-06-04T17:28:46+00:00
2025Q2,30-JUN-2025,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharma,Nifty 50,17.26,19.5,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489053_21072025051303_WEB.xml,2026-05-22T17:02:03+00:00
2025Q2,30-JUN-2025,SUPREMEIND,Supreme Industries Limited,Consumer Durables,Midcap,21.94,14.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1482054_14072025032909_WEB.xml,2026-06-04T17:28:51+00:00
2025Q2,30-JUN-2025,SUZLON,Suzlon Energy Limited,Power,Midcap,23.03,10.17,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486359_18072025022004_WEB.xml,2026-06-04T17:28:57+00:00
2025Q2,30-JUN-2025,SWIGGY,Swiggy Limited,Consumer Services,Nifty Next 50,7.37,13.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486156_18072025115943_WEB.xml,2026-05-22T16:55:36+00:00
2025Q2,30-JUN-2025,SYNGENE,Syngene International Limited,Pharma,Midcap,16.5,24.05,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488186_21072025121607_WEB.xml,2026-06-04T17:29:02+00:00
2025Q2,30-JUN-2025,TATACHEM,Tata Chemicals Limited,Chemicals,Midcap,12.84,22.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489708_21072025080325_WEB.xml,2026-06-04T17:29:08+00:00
2025Q2,30-JUN-2025,TATACOMM,Tata Communications Limited,Telecom,Midcap,17.16,14.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550313_16102025042014_WEB.xml,2026-06-04T17:29:14+00:00
2025Q2,30-JUN-2025,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,FMCG,Nifty 50,21.96,22.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489928_21072025102812_WEB.xml,2026-05-22T17:02:11+00:00
2025Q2,30-JUN-2025,TATAELXSI,Tata Elxsi Limited,IT,Midcap,12.74,9.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489791_21072025084139_WEB.xml,2026-06-04T17:29:19+00:00
2025Q2,30-JUN-2025,TATAPOWER,Tata Power Company Limited,Power,Nifty Next 50,10.06,16.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489813_21072025085405_WEB.xml,2026-05-22T16:55:44+00:00
2025Q2,30-JUN-2025,TATASTEEL,Tata Steel Limited,Metals,Nifty 50,17.72,26.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489780_21072025083548_WEB.xml,2026-05-22T17:02:20+00:00
2025Q2,30-JUN-2025,TCS,Tata Consultancy Services Limited,IT,Nifty 50,11.47,12.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489819_21072025085729_WEB.xml,2026-05-22T17:02:28+00:00
2025Q2,30-JUN-2025,TECHM,Tech Mahindra Limited,IT,Nifty 50,23.28,32.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489460_21072025064930_WEB.xml,2026-05-22T17:02:37+00:00
2025Q2,30-JUN-2025,TIINDIA,Tube Investments of India Limited,Auto,Midcap,26.31,16.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488762_21072025033634_WEB.xml,2026-06-04T17:29:25+00:00
2025Q2,30-JUN-2025,TITAN,Titan Company Limited,Consumer Goods,Nifty 50,17.54,12.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1490050_22072025114302_WEB.xml,2026-05-22T17:02:45+00:00
2025Q2,30-JUN-2025,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharma,Midcap,16.09,8.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488083_19072025090817_WEB.xml,2026-06-04T17:29:30+00:00
2025Q2,30-JUN-2025,TORNTPOWER,Torrent Power Limited,Power,Midcap,9.8,21.42,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486305_18072025013027_WEB.xml,2026-06-04T17:29:35+00:00
2025Q2,30-JUN-2025,TRENT,Trent Limited,Retail,Nifty Next 50,18.39,18.54,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488593_21072025021918_WEB.xml,2026-05-22T16:55:52+00:00
2025Q2,30-JUN-2025,TVSMOTOR,TVS Motor Company Limited,Auto,Nifty Next 50,22.42,18.81,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1488524_21072025013528_WEB.xml,2026-06-04T18:22:16+00:00
2025Q2,30-JUN-2025,ULTRACEMCO,UltraTech Cement Limited,Cement,Nifty 50,15.72,16.85,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489411_21072025063712_WEB.xml,2026-05-22T17:02:53+00:00
2025Q2,30-JUN-2025,UNIONBANK,Union Bank of India,Banking,Midcap,7.7,11.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1487849_19072025045434_WEB.xml,2026-06-04T17:29:41+00:00
2025Q2,30-JUN-2025,UNITDSPR,United Spirits Limited,FMCG,Nifty Next 50,15.04,14.4,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489765_21072025082543_WEB.xml,2026-06-04T18:22:22+00:00
2025Q2,30-JUN-2025,UPL,UPL Limited,Chemicals,Nifty 50,37.82,18.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1487381_19072025101356_WEB.xml,2026-05-22T17:03:02+00:00
2025Q2,30-JUN-2025,VBL,Varun Beverages Limited,FMCG,Nifty Next 50,21.85,10.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1487457_19072025115017_WEB.xml,2026-06-04T18:22:27+00:00
2025Q2,30-JUN-2025,VEDL,Vedanta Limited,Metals,Nifty Next 50,10.6,16.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1487751_19072025034528_WEB.xml,2026-06-04T18:22:32+00:00
2025Q2,30-JUN-2025,VOLTAS,Voltas Limited,Consumer Durables,Midcap,21.16,33.36,https://nsearchives.nseindia.com/corporate/xbrl/SHP_201231_13920_23072025084147_WEB.xml,2026-06-04T17:29:46+00:00
2025Q2,30-JUN-2025,WIPRO,Wipro Limited,IT,Nifty 50,10.91,7.77,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1481700_12072025083419_WEB.xml,2026-05-22T17:03:10+00:00
2025Q2,30-JUN-2025,YESBANK,Yes Bank Limited,Banking,Midcap,24.95,40.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1571234_11112025052134_WEB.xml,2026-05-22T16:49:21+00:00
2025Q2,30-JUN-2025,ZEEL,Zee Entertainment Enterprises Limited,Media,Midcap,24.81,16.86,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489715_21072025080541_WEB.xml,2026-05-22T16:49:29+00:00
2025Q2,30-JUN-2025,ZYDUSLIFE,Zydus Lifesciences Limited,Pharma,Nifty Next 50,7.13,11.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1486251_18072025010100_WEB.xml,2026-06-04T18:22:38+00:00
2025Q3,30-SEP-2025,ABB,ABB India Limited,Capital Goods,Nifty Next 50,8.29,8.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547038_14102025114654_WEB.xml,2026-05-22T16:49:35+00:00
2025Q3,30-SEP-2025,ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Midcap,6.78,12.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554521_20102025065945_WEB.xml,2026-06-04T17:22:06+00:00
2025Q3,30-SEP-2025,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Midcap,18.63,8.07,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551314_17102025124300_WEB.xml,2026-06-04T17:22:11+00:00
2025Q3,30-SEP-2025,ACC,ACC Limited,Cement,Midcap,5.05,22.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1543682_09102025060804_WEB.xml,2026-06-04T17:22:17+00:00
2025Q3,30-SEP-2025,ADANIENT,Adani Enterprises Limited,Conglomerate,Nifty 50,11.72,6.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544919_10102025115803_WEB.xml,2026-06-04T18:22:42+00:00
2025Q3,30-SEP-2025,ADANIGREEN,Adani Green Energy Limited,Power,Nifty Next 50,11.29,2.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1543153_09102025014413_WEB.xml,2026-05-22T16:49:44+00:00
2025Q3,30-SEP-2025,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Infrastructure,Nifty 50,13.61,15.03,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544115_10102025011529_WEB.xml,2026-06-04T18:22:47+00:00
2025Q3,30-SEP-2025,ADANIPOWER,Adani Power Limited,Power,Nifty Next 50,11.53,2.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544753_10102025064418_WEB.xml,2026-05-22T16:49:52+00:00
2025Q3,30-SEP-2025,ALKEM,Alkem Laboratories Limited,Pharma,Midcap,9.48,21.93,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548946_15102025042935_WEB.xml,2026-06-04T17:22:22+00:00
2025Q3,30-SEP-2025,AMBUJACEM,Ambuja Cements Limited,Cement,Nifty Next 50,5.91,19.63,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545046_11102025122405_WEB.xml,2026-05-22T16:50:00+00:00
2025Q3,30-SEP-2025,APLAPOLLO,APL Apollo Tubes Limited,Metals,Midcap,33.72,18.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551886_17102025040159_WEB.xml,2026-06-04T17:22:27+00:00
2025Q3,30-SEP-2025,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Nifty 50,44.2,21.12,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574387_13112025091028_WEB.xml,2026-06-04T18:22:52+00:00
2025Q3,30-SEP-2025,ASHOKLEY,Ashok Leyland Limited,Auto,Midcap,24.32,13.59,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552068_17102025044745_WEB.xml,2026-06-04T17:22:32+00:00
2025Q3,30-SEP-2025,ASIANPAINT,Asian Paints Limited,Consumer Goods,Nifty 50,11.64,21.58,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553918_18102025094214_WEB.xml,2026-06-04T18:22:58+00:00
2025Q3,30-SEP-2025,ASTRAL,Astral Limited,Consumer Durables,Midcap,16.61,17.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550677_16102025061055_WEB.xml,2026-06-04T17:22:38+00:00
2025Q3,30-SEP-2025,ATGL,Adani Total Gas Limited,Oil & Gas,Nifty Next 50,12.88,6.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545201_11102025032748_WEB.xml,2026-05-22T16:50:09+00:00
2025Q3,30-SEP-2025,AUBANK,AU Small Finance Bank Limited,Banking,Midcap,34.49,31.9,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553627_18102025045206_WEB.xml,2026-06-04T17:22:43+00:00
2025Q3,30-SEP-2025,AUROPHARMA,Aurobindo Pharma Limited,Pharma,Midcap,14.21,27.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1546245_13102025043353_WEB.xml,2026-06-04T17:22:49+00:00
2025Q3,30-SEP-2025,AXISBANK,Axis Bank Limited,Banking,Nifty 50,41.89,42.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544329_10102025033704_WEB.xml,2026-06-04T18:23:03+00:00
2025Q3,30-SEP-2025,BAJAJ-AUTO,Bajaj Auto Limited,Auto,Nifty 50,9.66,12.78,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1607317_21012026053142_WEB.xml,2026-06-04T18:23:08+00:00
2025Q3,30-SEP-2025,BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Nifty 50,8.11,10.49,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553970_18102025112716_WEB.xml,2026-06-04T18:23:18+00:00
2025Q3,30-SEP-2025,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Nifty Next 50,10.33,7.31,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552727_17102025071320_WEB.xml,2026-05-22T16:50:17+00:00
2025Q3,30-SEP-2025,BAJFINANCE,Bajaj Finance Limited,Financial Services,Nifty 50,21.97,14.47,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553656_18102025050009_WEB.xml,2026-06-04T18:23:13+00:00
2025Q3,30-SEP-2025,BALKRISIND,Balkrishna Industries Limited,Auto,Midcap,10.7,24.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548469_15102025121625_WEB.xml,2026-06-04T17:22:54+00:00
2025Q3,30-SEP-2025,BANKBARODA,Bank of Baroda,Banking,Nifty Next 50,8.71,19.01,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1543420_09102025041216_WEB.xml,2026-05-22T16:50:25+00:00
2025Q3,30-SEP-2025,BEL,Bharat Electronics Limited,Defence,Nifty Next 50,18.15,20.88,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552076_17102025045002_WEB.xml,2026-05-22T16:50:34+00:00
2025Q3,30-SEP-2025,BERGEPAINT,Berger Paints (I) Limited,Consumer Goods,Midcap,5.35,10.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554249_20102025114524_WEB.xml,2026-06-04T17:23:00+00:00
2025Q3,30-SEP-2025,BHARATFORG,Bharat Forge Limited,Auto,Midcap,13.62,32.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547159_14102025123939_WEB.xml,2026-06-04T17:23:05+00:00
2025Q3,30-SEP-2025,BHARTIARTL,Bharti Airtel Limited,Telecom,Nifty 50,27.42,19.51,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554580_20102025114942_WEB.xml,2026-06-04T18:23:28+00:00
2025Q3,30-SEP-2025,BHEL,Bharat Heavy Electricals Limited,Capital Goods,Midcap,6.23,18.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544078_10102025125455_WEB.xml,2026-06-04T17:23:10+00:00
2025Q3,30-SEP-2025,BIOCON,Biocon Limited,Pharma,Midcap,6.61,22.1,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1580750_28112025011601_WEB.xml,2026-06-04T17:23:15+00:00
2025Q3,30-SEP-2025,BOSCHLTD,Bosch Limited,Auto,Nifty Next 50,7.13,15.08,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549430_15102025072048_WEB.xml,2026-05-22T16:50:42+00:00
2025Q3,30-SEP-2025,BPCL,Bharat Petroleum Corporation Limited,Oil & Gas,Nifty 50,16.53,21.3,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549661_16102025105342_WEB.xml,2026-06-04T18:23:23+00:00
2025Q3,30-SEP-2025,BRITANNIA,Britannia Industries Limited,FMCG,Nifty 50,15.02,19.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555046_21102025082217_WEB.xml,2026-06-04T18:23:33+00:00
2025Q3,30-SEP-2025,BSE,BSE Limited,Financial Services,Midcap,16.25,19.91,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550037_16102025024345_WEB.xml,2026-06-04T17:23:21+00:00
2025Q3,30-SEP-2025,CAMS,Computer Age Management Services Limited,Financial Services,Midcap,46.9,20.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574430_13112025093326_WEB.xml,2026-06-04T17:23:26+00:00
2025Q3,30-SEP-2025,CANBK,Canara Bank,Banking,Midcap,11.9,12.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1541052_04102025011512_WEB.xml,2026-06-04T17:23:32+00:00
2025Q3,30-SEP-2025,CGCL,Capri Global Capital Limited,Financial Services,Midcap,4.83,20.29,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1621377_09022026011844_WEB.xml,2026-06-04T17:23:37+00:00
2025Q3,30-SEP-2025,CGPOWER,CG Power and Industrial Solutions Limited,Capital Goods,Nifty Next 50,13.02,16.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550578_16102025053735_WEB.xml,2026-05-22T16:50:58+00:00
2025Q3,30-SEP-2025,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Nifty Next 50,26.85,17.27,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555048_21102025082848_WEB.xml,2026-05-22T16:50:50+00:00
2025Q3,30-SEP-2025,CIPLA,Cipla Limited,Pharma,Nifty 50,24.55,30.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555036_21102025075059_WEB.xml,2026-06-04T18:23:38+00:00
2025Q3,30-SEP-2025,COALINDIA,Coal India Limited,Mining,Nifty 50,7.96,22.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1544164_10102025020648_WEB.xml,2026-06-03T19:34:29+00:00
2025Q3,30-SEP-2025,COFORGE,Coforge Limited,IT,Midcap,34.09,54.87,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555003_21102025063707_WEB.xml,2026-06-04T17:23:43+00:00
2025Q3,30-SEP-2025,COLPAL,Colgate Palmolive (India) Limited,FMCG,Midcap,17.16,12.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545925_13102025023744_WEB.xml,2026-06-04T17:23:48+00:00
2025Q3,30-SEP-2025,CONCOR,Container Corporation of India Limited,Logistics,Midcap,12.37,25.81,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551568_17102025023916_WEB.xml,2026-06-04T17:23:53+00:00
2025Q3,30-SEP-2025,COROMANDEL,Coromandel International Limited,Chemicals,Midcap,14.51,15.79,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1634498_11032026123714_WEB.xml,2026-06-04T17:23:58+00:00
2025Q3,30-SEP-2025,CUMMINSIND,Cummins India Limited,Capital Goods,Midcap,18.35,21.83,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554523_20102025070926_WEB.xml,2026-06-04T17:24:03+00:00
2025Q3,30-SEP-2025,DABUR,Dabur India Limited,FMCG,Nifty Next 50,10.89,17.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552307_17102025054555_WEB.xml,2026-05-22T16:51:06+00:00
2025Q3,30-SEP-2025,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,Midcap,6.21,22.7,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554585_21102025120231_WEB.xml,2026-06-04T17:24:09+00:00
2025Q3,30-SEP-2025,DIVISLAB,Divi's Laboratories Limited,Pharma,Nifty 50,19.39,19.76,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545060_11102025123909_WEB.xml,2026-05-22T16:58:27+00:00
2025Q3,30-SEP-2025,DIXON,Dixon Technologies (India) Limited,Consumer Durables,Midcap,20.69,28.94,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551590_17102025024833_WEB.xml,2026-06-04T17:24:14+00:00
2025Q3,30-SEP-2025,DLF,DLF Limited,Realty,Nifty Next 50,15.45,5.21,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552749_17102025071929_WEB.xml,2026-05-22T16:51:14+00:00
2025Q3,30-SEP-2025,DMART,Avenue Supermarts Limited,Retail,Nifty Next 50,8.73,9.08,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552650_17102025065518_WEB.xml,2026-05-22T16:51:22+00:00
2025Q3,30-SEP-2025,DRREDDY,Dr. Reddy's Laboratories Limited,Pharma,Nifty 50,35.52,27.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549860_16102025125032_WEB.xml,2026-05-22T16:58:36+00:00
2025Q3,30-SEP-2025,EICHERMOT,Eicher Motors Limited,Auto,Nifty 50,26.98,14.72,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551806_17102025034303_WEB.xml,2026-05-22T16:58:44+00:00
2025Q3,30-SEP-2025,ESCORTS,Escorts Kubota Limited,Capital Goods,Midcap,5.27,11.8,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545073_11102025125402_WEB.xml,2026-06-04T17:24:19+00:00
2025Q3,30-SEP-2025,EXIDEIND,Exide Industries Limited,Auto,Midcap,10.88,18.46,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547431_14102025031847_WEB.xml,2026-06-04T17:24:24+00:00
2025Q3,30-SEP-2025,FEDERALBNK,The Federal Bank  Limited,Banking,Midcap,25.54,49.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550545_16102025052741_WEB.xml,2026-06-04T17:24:29+00:00
2025Q3,30-SEP-2025,GAIL,GAIL (India) Limited,Oil & Gas,Nifty Next 50,13.72,19.98,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548653_15102025022314_WEB.xml,2026-05-22T16:51:30+00:00
2025Q3,30-SEP-2025,GLAND,Gland Pharma Limited,Pharma,Midcap,7.91,32.64,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548526_15102025124130_WEB.xml,2026-06-04T17:24:34+00:00
2025Q3,30-SEP-2025,GODREJCP,Godrej Consumer Products Limited,FMCG,Nifty Next 50,18.24,13.58,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1581625_01122025050007_WEB.xml,2026-05-22T16:51:38+00:00
2025Q3,30-SEP-2025,GODREJPROP,Godrej Properties Limited,Realty,Midcap,28.31,10.43,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1549172_15102025053458_WEB.xml,2026-06-04T17:24:40+00:00
2025Q3,30-SEP-2025,GRASIM,Grasim Industries Limited,Cement,Nifty 50,16.56,17.28,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1631877_02032026061056_WEB.xml,2026-05-22T16:58:52+00:00
2025Q3,30-SEP-2025,HAL,Hindustan Aeronautics Limited,Defence,Nifty Next 50,12.0,8.71,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547117_14102025121910_WEB.xml,2026-05-22T16:51:47+00:00
2025Q3,30-SEP-2025,HAVELLS,Havells India Limited,Consumer Durables,Nifty Next 50,19.28,15.52,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1545188_11102025031810_WEB.xml,2026-05-22T16:51:55+00:00
2025Q3,30-SEP-2025,HCLTECH,HCL Technologies Limited,IT,Nifty 50,16.64,17.84,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552479_17102025062028_WEB.xml,2026-05-22T16:59:00+00:00
2025Q3,30-SEP-2025,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Midcap,24.69,14.13,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551183_17102025120030_WEB.xml,2026-06-04T17:24:45+00:00
2025Q3,30-SEP-2025,HDFCBANK,HDFC Bank Limited,Banking,Nifty 50,48.39,36.26,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574385_13112025090903_WEB.xml,2026-05-22T16:59:08+00:00
2025Q3,30-SEP-2025,HDFCLIFE,HDFC Life Insurance Company Limited,Insurance,Nifty 50,24.81,14.6,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554405_20102025040935_WEB.xml,2026-05-22T16:59:17+00:00
2025Q3,30-SEP-2025,HEROMOTOCO,Hero MotoCorp Limited,Auto,Nifty 50,28.76,26.39,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548174_14102025075517_WEB.xml,2026-05-22T16:59:25+00:00
2025Q3,30-SEP-2025,HINDALCO,Hindalco Industries Limited,Metals,Nifty 50,32.1,24.23,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1555145_22102025093053_WEB.xml,2026-05-22T16:59:33+00:00
2025Q3,30-SEP-2025,HINDPETRO,Hindustan Petroleum Corporation Limited,Oil & Gas,Midcap,14.48,22.25,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552562_17102025063935_WEB.xml,2026-06-04T17:24:51+00:00
2025Q3,30-SEP-2025,HINDUNILVR,Hindustan Unilever Limited,FMCG,Nifty 50,10.79,15.69,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554637_21102025111628_WEB.xml,2026-05-22T16:59:41+00:00
2025Q3,30-SEP-2025,HINDZINC,Hindustan Zinc Limited,Metals,Nifty Next 50,1.31,4.92,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1574522_13112025102908_WEB.xml,2026-05-22T16:52:03+00:00
2025Q3,30-SEP-2025,HONAUT,Honeywell Automation India Limited,Capital Goods,Midcap,3.01,11.99,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548994_15102025044138_WEB.xml,2026-06-04T17:24:56+00:00
2025Q3,30-SEP-2025,HYUNDAI,Hyundai Motor India Limited,Auto,Nifty Next 50,7.35,7.74,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553843_18102025065124_WEB.xml,2026-05-22T16:52:12+00:00
2025Q3,30-SEP-2025,ICICIBANK,ICICI Bank Limited,Banking,Nifty 50,45.56,45.06,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1550117_16102025031434_WEB.xml,2026-05-22T16:59:49+00:00
2025Q3,30-SEP-2025,ICICIGI,ICICI Lombard General Insurance Company Limited,Insurance,Nifty Next 50,24.04,17.51,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1553917_18102025092511_WEB.xml,2026-05-22T16:52:20+00:00
2025Q3,30-SEP-2025,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Insurance,Nifty Next 50,13.16,8.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554443_20102025045544_WEB.xml,2026-05-22T16:52:28+00:00
2025Q3,30-SEP-2025,IDEA,Vodafone Idea Limited,Telecom,Midcap,5.99,4.75,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552207_17102025052135_WEB.xml,2026-06-04T17:25:01+00:00
2025Q3,30-SEP-2025,IDFCFIRSTB,IDFC First Bank Limited,Banking,Midcap,24.63,24.32,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1547019_14102025113813_WEB.xml,2026-06-04T17:25:06+00:00
2025Q3,30-SEP-2025,IGL,Indraprastha Gas Limited,Oil & Gas,Midcap,17.21,24.08,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551085_17102025105429_WEB.xml,2026-06-04T17:25:11+00:00
2025Q3,30-SEP-2025,INDHOTEL,The Indian Hotels Company Limited,Hospitality,Nifty Next 50,26.14,19.55,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554745_21102025015112_WEB.xml,2026-05-22T16:52:37+00:00
2025Q3,30-SEP-2025,INDIANB,Indian Bank,Banking,Midcap,4.68,18.62,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1548864_15102025035910_WEB.xml,2026-06-04T17:25:17+00:00
2025Q3,30-SEP-2025,INDIGO,InterGlobe Aviation Limited,Aviation,Nifty Next 50,28.44,24.66,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554161_19102025092623_WEB.xml,2026-05-22T16:52:45+00:00
2025Q3,30-SEP-2025,INDUSINDBK,IndusInd Bank Limited,Banking,Nifty 50,34.32,31.95,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1551898_17102025040607_WEB.xml,2026-05-22T16:59:57+00:00
2025Q3,30-SEP-2025,INDUSTOWER,Indus Towers Limited,Telecom,Nifty Next 50,26.2,18.24,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1554477_20102025053201_WEB.xml,2026-05-22T16:52:53+00:00
2025Q3,30-SEP-2025,INFY,Infosys Limited,IT,Nifty 50,30.07,41.65,https://nsearchives.nseindia.com/corporate/xbrl/SHP_1552953_17102025093815_WEB.xml,2026-05-22T17:00:06+00:00
